0;41cdd51a444f8a19e5e1df56d2eb660aafa4d0e2;Merge pull request #166364 from microsoft/revert-165771-tsserver-webhost;1.0;54.0;578.0;632.0
1;49068d8a115a64bfa0990d57fec4f3cfb5f18977;Merge pull request #165916 from microsoft/hediet/bracket-pair-perf-improvements;1.0;468.0;72.0;540.0
2;085c409898bbc89c83409f6a394e73130b932add;Merge pull request #165575 from QaidVoid/vpln;1.0;22.0;41.0;63.0
3;aadbe183f6805582dc65d8059df9d8304bf940c1;Merge pull request #165871 from n-gist/broken-snippet-overtyping-fix;1.0;11.0;10.0;21.0
4;f9523178f9b6417769380ea99d85c054d1f49cc3;Merge pull request #163184 from microsoft/tyriar/measure_latency;1.0;340.0;0.0;340.0
5;4d40ea2343cf7f2bf2ca22e91e7786262bda6728;Merge pull request #165576 from GauravB159/registerThemeParticipant-refactoring;1.0;43.0;93.0;136.0
6;c9fd4761bf159592d1611d7a1b42fd5565120358;Merge pull request #166141 from d0ggie/bracketMatchingBorder;1.0;1.0;1.0;2.0
7;aa60836c16abb03839962354138aed04a9344968;Merge pull request #166139 from microsoft/connor4312/cli-server-message-compression;1.0;318.0;73.0;391.0
8;d5a5128919a2cf0a0f4ad232acb42fa2d4592501;Merge pull request #166151 from microsoft/connor4312/cli-fix-nixos;1.0;12.0;2.0;14.0
9;1e108471547417f02edaa1826cd82d8a3356b39d;Merge pull request #165963 from microsoft/cli/local-download-fallback;1.0;584.0;85.0;669.0
10;431bec9f06dd8b6db30e495c703dcfc011c7f66f;Merge pull request #166128 from microsoft/tyriar/164933;1.0;3.0;2.0;5.0
11;07530c3190d62221d53abe35df97a70b0b3c26e8;Merge pull request #166029 from microsoft/alexr00/fixOtherViews;1.0;8.0;25.0;33.0
12;4d95abc564fef719988f2d58981e7e93ff54188e;Merge pull request #166060 from microsoft/rebornix/clear-dragon;1.0;77.0;32.0;109.0
13;96bf637c101b8832e44a97a27a26305d8c2cf22e;Merge pull request #165831 from microsoft/alexd/inclined-panda;1.0;176.0;137.0;313.0
14;e2ad6b5e3bb41b009fe00a8846c319b32b9d7000;Merge pull request #165807 from microsoft/joh/responsible-antelope;1.0;1.0;1.0;2.0
15;1784a7ed34aeddc9b4d21bbfa1531496e5873657;Merge pull request #165049 from microsoft/hediet/narrow-llama;1.0;54.0;55.0;109.0
16;585350ea0c7107561743613f23ed57c54f1c2382;Merge pull request #165947 from microsoft/rebornix/stuck-worm;1.0;127.0;51.0;178.0
17;f8fe0c29c1dd39b61abd7fad7be29f309379d887;Merge pull request #165927 from microsoft/joh/evil-shark;1.0;83.0;66.0;149.0
18;71f6e26bfdd0d78cbb9a67788df18bf598d2c0cc;Merge pull request #165742 from microsoft/roblou/given-mouse;1.0;11.0;3.0;14.0
19;8ee90ab2a95d598a231569995f8eac8368c043b2;Merge pull request #165858 from microsoft/tyriar/149712_2;1.0;23.0;21.0;44.0
20;d785e6f8113b26d65c4529269fc9c08cd78d918a;Merge pull request #165845 from microsoft/tyriar/165705_find_shadow;1.0;1.0;1.0;2.0
21;e6bb22d5fb1ef58ddb5a0cd51af3dc87288803d5;Merge pull request #165851 from microsoft/tyriar/164297;1.0;9.0;9.0;18.0
22;0aa2255c6249d3901c9cd14f422cd60eaf197213;Merge pull request #165861 from microsoft/connor4312/cli-async-handling;1.0;203.0;121.0;324.0
23;2cd1bf6bd62daaf963b9a9796d66019b4ad71410;Merge pull request #153204 from babakks/fix-repeated-cwd-for-new-terminal-picker;1.0;169.0;21.0;190.0
24;ce4aed5bf1917a86a6dfe1a71bdf51314bcc9afc;Merge remote-tracking branch 'origin/main' into pr/babakks/153204;1.0;114650.0;70928.0;185578.0
25;54a073d04e9a87763a0440ba61ed44d4818610c8;Merge pull request #165838 from microsoft/connor4312/testing-reduce-decoration-work;1.0;13.0;7.0;20.0
26;57f489b487d9434230321e37c32f3672df85acde;Merge pull request #165599 from laurentlb/telemetry;1.0;8.0;2.0;10.0
27;04fbbf26c0ddba277c9e4bbad2828ff7a561cbed;Merge pull request #165743 from rebornix/rebornix/above-opossum;1.0;436.0;248.0;684.0
28;1d4beede786f4485054c272ac1f1955c29c888ae;Merge pull request #165773 from microsoft/connor4312/cli-pin-rust-version;1.0;2.0;22.0;24.0
29;8642c7447737f5dbd718dbf773cb7d0c447e83a5;Merge pull request #165754 from microsoft/connor4312/cli-direct-executable;1.0;45.0;0.0;45.0
30;e00941778ba270d40f6f5579bf0ce9d687227e2b;Merge pull request #165738 from microsoft/connor4312/cli-reduce-ci-parallelism;1.0;5.0;5.0;10.0
31;6039fe223abac7e5e0853a770db17a0df1ade282;Merge pull request #165737 from microsoft/connor4312/js-debug-bump;1.0;11.0;1.0;12.0
32;481d72225874cbb06be48b50b90595de494b76ea;Merge pull request #165724 from microsoft/connor4312/cli/download-win-arm64;1.0;3.0;1.0;4.0
33;7b9d289011b14a95ac5a2f6556fb44656c0412fe;Merge branch 'main' into registerThemeParticipant-refactoring;1.0;70.0;47.0;117.0
34;5cdde326a1a07afcefaaaad1a20551e3ca4f3072;Merge branch 'main' into registerThemeParticipant-refactoring;1.0;1206.0;1443.0;2649.0
35;d0cb8838d09e99b852eaf1f0d9aacc5262d1e318;Merge pull request #165509 from microsoft/dev/bhavyau/accessibility-checkbox;1.0;2.0;0.0;2.0
36;20a4164cc49d8f65cfad7c159b0aba73aa780c50;Merge pull request #165528 from amunger/errorMessage;1.0;1.0;1.0;2.0
37;cdc521af16e7791e0968016ef3fd9a5d3249750b;Adopt l10n for merge-conflict (#165531);1.0;18.0;30.0;48.0
38;db0c4da8f0d760da3dae2e095b66541b08a000ad;Merge pull request #165423 from Mingpan/mingpan/fix-diff-revert-arrows;1.0;9.0;2.0;11.0
39;3ad328ce40e08a0f1bb56cfe7bd8dbe7d1c8703e;Merge pull request #165214 from microsoft/rebornix/disturbed-cobra;1.0;126.0;225.0;351.0
40;caf921d2855bc62f5192d98b6297f67222f8e898;Merge pull request #164863 from gjsjohnmurray/fix-164860;1.0;2.0;2.0;4.0
41;6800f96aad76988bfe5797d4c712dd6ed4509a1d;Merge pull request #165051 from microsoft/hediet/nearby-worm;1.0;2.0;0.0;2.0
42;851a0dad5ddb1dae3ad02bd25abd95f35d288174;Merge pull request #164667 from microsoft/issue163133;1.0;3.0;1.0;4.0
43;5cb2e7710accd71311741a44d69c3e03d5b96d45;Merge pull request #164706 from microsoft/joh/defiant-wallaby;1.0;27.0;18.0;45.0
44;9c802415e11bf11230720bc4a93397c338121da8;Merge branch 'main' into issue163133;1.0;1489.0;709.0;2198.0
45;604283bdcf9527e9825d4677aae5217f944be143;Merge pull request #164571 from microsoft/tyriar/revert;1.0;7.0;22.0;29.0
46;9cf05e4655f8caa90ef2205f4cf886ec4a61db93;"Revert ""Merge pull request #163958 from microsoft/tyriar/161622_bracket_queue""";1.0;7.0;22.0;29.0
47;eca16a862642147dbaa60e5021a487f2e1563117;Merge pull request #164109 from jeanp413/fix-163864;1.0;4.0;3.0;7.0
48;f95bfdae3c5a662499d2f3db59b24050d4c31f48;Merge pull request #164401 from hughlilly/comma-splice-fixes;1.0;10.0;10.0;20.0
49;c147e2daa82ed5f396a69cbcd34385add08ac1fe;Merge branch 'main' into comma-splice-fixes;1.0;2676.0;1515.0;4191.0
50;590729f278b7336fb5ed0bf6fdfe01d46f3e13ea;Merge pull request #163958 from microsoft/tyriar/161622_bracket_queue;1.0;22.0;7.0;29.0
51;93dec4a191a716a843c5fffe3acd08950e86c8d4;Merge pull request #164488 from microsoft/connor4312/parallelize-cli-build;1.0;62.0;18.0;80.0
52;58f9a22ffb6000acacdcd5c0ae852b853eaecaae;Merge pull request #164480 from microsoft/connor4312/cli-macos-path;1.0;5.0;1.0;6.0
53;320d6012c3bde85bd1d1ff60c422ad220570090e;Merge pull request #163947 from microsoft/tyriar/161622_suggest_layout;1.0;27.0;13.0;40.0
54;6e9e82b907f32b4e1c6b60d2745d0a2609254057;Merge pull request #164461 from microsoft/hediet/unwilling-cuckoo;1.0;1.0;1.0;2.0
55;7bd27b4287b49e61a1cb49e18f370260144c8685;Git - getSCMResource() should also look at the merge group (#164450);1.0;2.0;1.0;3.0
56;f3b1ddb58c683f539b71c0587346b07488711154;Merge pull request #163836 from microsoft/tyriar/161622_editorStatus;1.0;41.0;6.0;47.0
57;d1d27e4b50d2c042b9cf29f3ab4d53523ed54dd3;Merge pull request #164246 from stephen-ullom/traffic-lights-position;1.0;2.0;1.0;3.0
58;6550f4aaf58e051083574631af48220935b6aa1c;Merge pull request #164331 from microsoft/alexd/holy-mouse;1.0;202.0;108.0;310.0
59;0bf34b13080a64dede61c655defadefe598196f8;Merge Editor Apply Edit Bugfix (#164371);1.0;194.0;16.0;210.0
60;7e559367e236589639b43f5ee75b43b0c6e197f7;Merge pull request #164303 from microsoft/rebornix/governing-wildfowl;1.0;25.0;2.0;27.0
61;2936f3cab8468cc5f4139a23b462313dcb652c9d;Merge pull request #164307 from microsoft/tyriar/update_xterm5;1.0;28.0;28.0;56.0
62;a37d63aad51744f5fa89741c8ef9feb091f6b8c4;Merge pull request #164285 from microsoft/connor4312/cli-tunnel-command;1.0;1.0;2.0;3.0
63;b3a0ecc97fa239babde38e12e520617de4a0e30e;Merge pull request #164270 from microsoft/connor4312/use-packaged-openssl;1.0;64.0;1182.0;1246.0
64;fff294400beb48b1bafbb5109e222d27ed2525c4;Merge remote-tracking branch 'origin/main' into connor4312/use-packaged-openssl;1.0;4566.0;3714.0;8280.0
65;2ec5046f44cc4420b57d3a8c23b9a4d74fc10c55;Merge pull request #164254 from microsoft/hediet/merge-editor-telemetry;1.0;498.0;11.0;509.0
66;b322251d02d20902201a591ebd3d686ea4d2afb0;Merge pull request #164180 from microsoft/dependabot/github_actions/azure/login-1.4.6;1.0;1.0;1.0;2.0
67;df8f33160c74edc637a31549411a0c2de0e7d684;Merge branch 'main' into traffic-lights-position;1.0;398.0;231.0;629.0
68;35ca2b7d72f6a64de8bf07870d3db3ff3af9898d;Hediet/merge-editor-append-apply (#164120);1.0;391.0;208.0;599.0
69;d9baa5ec68ffd612c02805d4d0e49d8df4f30269;Merge pull request #164205 from microsoft/connor4312/fix-oss-build-2;1.0;2.0;0.0;2.0
70;14c602e088dcd440b8be8a793b1c75a51d5811e6;Merge pull request #164203 from microsoft/connor4312/fix-oss-build;1.0;2.0;2.0;4.0
71;42e8636bbb64baea8dd41cd1b6b8e50a81f006fd;Merge pull request #164199 from microsoft/connor4312/cli-enable-by-default;1.0;1.0;1.0;2.0
72;8ba5882fb869056be251deb6057955e8297933d3;Merge pull request #163971 from microsoft/connor4312/cli-vcpkg;1.0;1173.0;25.0;1198.0
73;6c5803b59bad1e9d0b9342608106cc90026d7d5c;Merge pull request #164160 from microsoft/connor4312/standalone-cli-to-deskop;1.0;450.0;297.0;747.0
74;79c00cf98ca69d0ad4d7f64b5b5a10035e4fb604;Merge pull request #164034 from microsoft/joh/markerVersionId;1.0;78.0;24.0;102.0
75;525d2714243da399a7acfc50a2cba13a2dc8109e;Merge pull request #164144 from microsoft/joh/inadequate-vicuna;1.0;183.0;238.0;421.0
76;90f8571b5ac9f1527206cc3a7a688e125ce96cf2;Merge pull request #164066 from microsoft/tyriar/xterm_update4;1.0;55.0;55.0;110.0
77;182beb6ee4bbed13deabce7ca29f52a30a31824a;Merge pull request #163498 from DanielRosenwasser/iconsForWalkthroughs;1.0;9.0;2.0;11.0
78;904c7438f6065e6ba66c5a5c847abf79885d2323;Merge pull request #164030 from microsoft/alexd/instant-tarantula;1.0;176.0;123.0;299.0
79;f8506cea300ed9c559321cab837dd545fda85271;Merge branch 'main' into tyriar/measure_latency;1.0;8404.0;5900.0;14304.0
80;7ea2788a43a4c35d8da63a419725ba2485de395b;Merge pull request #163183 from microsoft/tyriar/xterm3;1.0;80.0;80.0;160.0
81;2798da9d47387c0fb6ab4ebbead95efb5a85c250;Merge pull request #163970 from microsoft/alexd/convinced-wildebeest;1.0;168.0;158.0;326.0
82;3747d2224ccfc88e76df3436c511f9bfffc77a7d;Merge pull request #163677 from microsoft/tyriar/161622;1.0;8.0;1.0;9.0
83;301996072b4c297fe45bfde00952ddfaf393df33;Merge pull request #163519 from debonte/notebookMultiMove;1.0;4.0;4.0;8.0
84;c625ff80d3f02317467b5cf0f3aea243eeb49f19;Merge pull request #161658 from microsoft/connor4312/cli-self-update;1.0;602.0;544.0;1146.0
85;845f524e35efa0084bf5ff3bc82f3aab7516e93a;Merge pull request #162285 from dtivel/dtivel/verify-packages;1.0;461.0;78.0;539.0
86;581edc8de7b91f3977043285162e870a56bc34dd;Merge pull request #163710 from amunger/IWEditor2;1.0;4.0;3.0;7.0
87;b4e1d3b68704050b7ff6b906c71b243e460bf232;Merge pull request #163228 from amunger/IWFind;1.0;26.0;17.0;43.0
88;dfcbe89f6485ea15b7c4133eff3e50353d3adca1;Merge pull request #163867 from microsoft/connor4312/cli-linux-build;1.0;61.0;184.0;245.0
89;1bcb42f40cb03a5561ed49f352dc911cc2483a4b;Merge pull request #163640 from microsoft/sandy081/helpless-gerbil;1.0;36.0;15.0;51.0
90;3bd17a5cdd4175fe6bb1dfc2c81703a30ce19284;Merge branch 'main' into tyriar/measure_latency;1.0;15634.0;11570.0;27204.0
91;0ccdfcab0375e4aaf307c7f7075506f0036cbe16;Merge pull request #163551 from microsoft/tyriar/console_image;1.0;34.0;0.0;34.0
92;5d48408ed6c5d7374faa867f001ae24b51754649;Merge pull request #163577 from microsoft/tyriar/runWhenIdle_docs;1.0;16.0;1.0;17.0
93;a5b83702941db042c71cbb655f048ab5f315455c;Merge pull request #163574 from microsoft/connor4312/dead-test-code;1.0;2.0;15.0;17.0
94;4dec035c7a52e007564213273df63c9813e323e8;Merge pull request #163220 from babakks/fix-unawaited-workspace-picker;1.0;1.0;1.0;2.0
95;aea0fb3f03c50844de16ded70b1b45946a5ca914;Merge pull request #163521 from microsoft/cli-lint-fixes;1.0;3.0;5.0;8.0
96;56d45b269cbd2af9083db8426b25a8edb2a8dc97;Merge branch 'main' into notebookMultiMove;1.0;372.0;148.0;520.0
97;56f631257cfafdd76acbf062654ae4d8ad32e221;Merge pull request #163417 from microsoft/joh/varied-alpaca;1.0;41.0;33.0;74.0
98;f1b301bb77a0d9851e8087c03de1c48d3e49c116;Merge pull request #163052 from r3m0t/notebook-tab-move-fix-134158;1.0;5.0;4.0;9.0
99;eaec601dd69aeb4abb63b9601a6f44308c8d8c6e;Merge pull request #162844 from laurentlb/comment_css;1.0;6.0;6.0;12.0
100;597d485d3ffbaa0ad2deed2eac0a9a2013453875;Exclude code lens contributions from result merge editor (#163301);1.0;6.0;0.0;6.0
101;083edcc8a7a3a038929efc1fac81450d9739f04e;Merge branch 'main' into pr/dtivel/162285;1.0;9183.0;6773.0;15956.0
